type,order_release_id,details
Missing Settlement,8324626706,Order Amount: ₹799.00
Missing Settlement,8326666876,Order Amount: ₹599.00
Missing Settlement,8324089353,Order Amount: ₹799.00
Missing Settlement,8335118457,Order Amount: ₹599.00
Missing Settlement,8340209103,Order Amount: ₹599.00
Missing Settlement,8323699956,Order Amount: ₹799.00
Missing Settlement,8329265945,Order Amount: ₹649.00
Missing Settlement,8333288905,Order Amount: ₹799.00
Missing Settlement,8339693826,Order Amount: ₹799.00
Missing Settlement,8323931940,Order Amount: ₹799.00
Missing Settlement,8340479786,Order Amount: ₹599.00
Missing Settlement,8313829295,Order Amount: ₹849.00
Missing Settlement,8338359497,Order Amount: ₹599.00
Missing Settlement,8328089281,Order Amount: ₹899.00
Missing Settlement,8323699957,Order Amount: ₹799.00
Missing Settlement,8334410436,Order Amount: ₹599.00
Missing Settlement,8339826725,Order Amount: ₹599.00
Missing Settlement,8338484501,Order Amount: ₹699.00
Missing Settlement,8330711590,Order Amount: ₹799.00
Missing Settlement,8310177499,Order Amount: ₹749.00
Missing Settlement,8334211308,Order Amount: ₹799.00
Missing Settlement,8331558148,Order Amount: ₹999.00
Missing Settlement,8333603706,Order Amount: ₹799.00
Missing Settlement,8337848388,Order Amount: ₹849.00
Missing Settlement,8331317288,Order Amount: ₹599.00
Missing Settlement,8327988171,Order Amount: ₹949.00
Missing Settlement,8334341107,Order Amount: ₹899.00
Missing Settlement,8322402996,Order Amount: ₹599.00
Missing Settlement,8337797961,Order Amount: ₹949.00
Missing Settlement,8340400354,Order Amount: ₹699.00
Missing Settlement,8310798384,Order Amount: ₹849.00
Missing Settlement,8324093688,Order Amount: ₹949.00
Missing Settlement,8329907657,Order Amount: ₹799.00
Missing Settlement,8336555164,Order Amount: ₹599.00
Missing Settlement,8325146326,Order Amount: ₹849.00
Missing Settlement,8325787774,Order Amount: ₹799.00
Missing Settlement,8340537916,Order Amount: ₹799.00
Missing Settlement,8336304218,Order Amount: ₹599.00
Missing Settlement,8330510028,Order Amount: ₹849.00
Missing Settlement,8323671347,Order Amount: ₹799.00
Missing Settlement,8324583290,Order Amount: ₹599.00
Missing Settlement,8339155359,Order Amount: ₹849.00
Missing Settlement,8324614907,Order Amount: ₹599.00
Missing Settlement,8322895236,Order Amount: ₹699.00
Missing Settlement,8331569247,Order Amount: ₹799.00
Missing Settlement,8340537918,Order Amount: ₹799.00
Missing Settlement,8339593025,Order Amount: ₹899.00
Missing Settlement,8337505354,Order Amount: ₹799.00
Missing Settlement,8332268070,Order Amount: ₹799.00
Missing Settlement,8330346195,Order Amount: ₹799.00
Missing Settlement,8324258011,Order Amount: ₹949.00
Missing Settlement,8325238220,Order Amount: ₹799.00
Missing Settlement,8339193685,Order Amount: ₹949.00
Missing Settlement,8332765076,Order Amount: ₹799.00
Missing Settlement,8324480281,Order Amount: ₹599.00
Missing Settlement,8314486183,Order Amount: ₹899.00
Missing Settlement,8332333880,Order Amount: ₹599.00
Missing Settlement,8327802421,Order Amount: ₹949.00
Missing Settlement,8329062546,Order Amount: ₹799.00
Missing Settlement,8321489656,Order Amount: ₹799.00
Missing Settlement,8323549578,Order Amount: ₹949.00
Missing Settlement,8328081796,Order Amount: ₹999.00
Missing Settlement,8332960695,Order Amount: ₹799.00
Missing Settlement,8340737244,Order Amount: ₹599.00
Missing Settlement,8336612507,Order Amount: ₹799.00
Missing Settlement,8335901445,Order Amount: ₹949.00
Missing Settlement,8331510356,Order Amount: ₹899.00
Missing Settlement,8325165299,Order Amount: ₹799.00
Missing Settlement,8337995507,Order Amount: ₹599.00
Missing Settlement,8320431854,Order Amount: ₹599.00
Missing Settlement,8340753754,Order Amount: ₹799.00
Missing Settlement,8340219541,Order Amount: ₹799.00
Missing Settlement,8330677871,Order Amount: ₹999.00
Missing Settlement,8340485631,Order Amount: ₹649.00
Missing Settlement,8325983009,Order Amount: ₹599.00
Missing Settlement,8332123523,Order Amount: ₹799.00
Missing Settlement,8339313094,Order Amount: ₹799.00
Missing Settlement,8326801758,Order Amount: ₹799.00
Missing Settlement,8330512612,Order Amount: ₹599.00
Missing Settlement,8322853847,Order Amount: ₹799.00
Missing Settlement,8336090166,Order Amount: ₹599.00
Missing Settlement,8339186750,Order Amount: ₹799.00
Missing Settlement,8338001602,Order Amount: ₹699.00
Missing Settlement,8339716097,Order Amount: ₹799.00
Missing Settlement,8322118973,Order Amount: ₹699.00
Missing Settlement,8323671311,Order Amount: ₹899.00
Missing Settlement,8329291596,Order Amount: ₹949.00
Missing Settlement,8332239616,Order Amount: ₹799.00
Missing Settlement,8325010649,Order Amount: ₹799.00
Missing Settlement,8332921665,Order Amount: ₹649.00
Missing Settlement,8339237948,Order Amount: ₹849.00
Missing Settlement,8340798334,Order Amount: ₹799.00
Missing Settlement,8334159140,Order Amount: ₹949.00
Missing Settlement,8338972813,Order Amount: ₹799.00
Missing Settlement,8330564665,Order Amount: ₹499.00
Missing Settlement,8326358051,Order Amount: ₹899.00
Missing Settlement,8332024104,Order Amount: ₹799.00
Missing Settlement,8326416756,Order Amount: ₹699.00
Missing Settlement,8326721983,Order Amount: ₹749.00
Missing Settlement,8312394284,Order Amount: ₹999.00
Missing Settlement,8326874136,Order Amount: ₹599.00
Missing Settlement,8331320135,Order Amount: ₹799.00
Missing Settlement,8334181120,Order Amount: ₹799.00
Missing Settlement,8339026844,Order Amount: ₹799.00
Missing Settlement,8335135519,Order Amount: ₹799.00
Missing Settlement,8331299602,Order Amount: ₹599.00
Missing Settlement,8325633474,Order Amount: ₹599.00
Missing Settlement,8323933265,Order Amount: ₹999.00
Missing Settlement,8337699169,Order Amount: ₹799.00
Missing Settlement,8327445902,Order Amount: ₹649.00
Missing Settlement,8333607504,Order Amount: ₹999.00
Missing Settlement,8333894130,Order Amount: ₹649.00
Missing Settlement,8322503701,Order Amount: ₹999.00
Missing Settlement,8332948488,Order Amount: ₹949.00
Missing Settlement,8325444066,Order Amount: ₹649.00
Missing Settlement,8339539496,Order Amount: ₹699.00
Missing Settlement,8324056978,Order Amount: ₹699.00
Missing Settlement,8324939710,Order Amount: ₹949.00
Missing Settlement,8324919673,Order Amount: ₹599.00
Missing Settlement,8340347104,Order Amount: ₹899.00
Missing Settlement,8323143486,Order Amount: ₹799.00
Missing Settlement,8340366614,Order Amount: ₹699.00
Missing Settlement,8336073067,Order Amount: ₹999.00
Missing Settlement,8329705210,Order Amount: ₹949.00
Missing Settlement,8322858169,Order Amount: ₹799.00
Missing Settlement,8336140100,Order Amount: ₹799.00
Missing Settlement,8301493953,Order Amount: ₹599.00
Missing Settlement,8323723731,Order Amount: ₹599.00
Missing Settlement,8339074655,Order Amount: ₹799.00
Missing Settlement,8339740965,Order Amount: ₹949.00
Missing Settlement,8339524825,Order Amount: ₹849.00
Missing Settlement,8323337947,Order Amount: ₹649.00
Missing Settlement,8334029299,Order Amount: ₹799.00
Missing Settlement,8338987064,Order Amount: ₹949.00
Missing Settlement,8333783655,Order Amount: ₹799.00
Missing Settlement,8326768278,Order Amount: ₹799.00
Missing Settlement,8331970220,Order Amount: ₹699.00
Missing Settlement,8336306345,Order Amount: ₹599.00
Missing Settlement,8336511034,Order Amount: ₹799.00
Missing Settlement,8321525556,Order Amount: ₹599.00
Missing Settlement,8321246104,Order Amount: ₹599.00
Missing Settlement,8322987362,Order Amount: ₹599.00
Missing Settlement,8325665642,Order Amount: ₹699.00
Missing Settlement,8332952652,Order Amount: ₹599.00
Missing Settlement,8324290992,Order Amount: ₹799.00
Missing Settlement,8325421277,Order Amount: ₹999.00
Missing Settlement,8333693464,Order Amount: ₹599.00
Missing Settlement,8334532400,Order Amount: ₹799.00
Missing Settlement,8339114476,Order Amount: ₹949.00
Missing Settlement,8330784222,Order Amount: ₹799.00
Missing Settlement,8334022307,Order Amount: ₹799.00
Missing Settlement,8331671801,Order Amount: ₹899.00
Missing Settlement,8329147299,Order Amount: ₹799.00
Missing Settlement,8325375594,Order Amount: ₹799.00
Missing Settlement,8328106422,Order Amount: ₹499.00
Missing Settlement,8318841201,Order Amount: ₹799.00
Missing Settlement,8327561110,Order Amount: ₹949.00
Missing Settlement,8339807743,Order Amount: ₹799.00
Missing Settlement,8339965724,Order Amount: ₹799.00
Missing Settlement,8316388196,Order Amount: ₹699.00
Missing Settlement,8323215212,Order Amount: ₹849.00
Missing Settlement,8337686505,Order Amount: ₹699.00
Missing Settlement,8323647039,Order Amount: ₹599.00
Missing Settlement,8328346451,Order Amount: ₹599.00
Missing Settlement,8338987552,Order Amount: ₹949.00
Missing Settlement,8330533198,Order Amount: ₹799.00
Missing Settlement,8339001943,Order Amount: ₹799.00
Missing Settlement,8340818649,Order Amount: ₹799.00
Missing Settlement,8324532845,Order Amount: ₹799.00
Missing Settlement,8330013829,Order Amount: ₹649.00
Missing Settlement,8305298442,Order Amount: ₹949.00
Missing Settlement,8325758193,Order Amount: ₹799.00
Missing Settlement,8336099790,Order Amount: ₹849.00
Missing Settlement,8325565795,Order Amount: ₹999.00
Missing Settlement,8325321663,Order Amount: ₹849.00
Missing Settlement,8329810613,Order Amount: ₹799.00
Missing Settlement,8328161911,Order Amount: ₹799.00
Missing Settlement,8325763326,Order Amount: ₹999.00
Missing Settlement,8337665790,Order Amount: ₹599.00
Missing Settlement,8338127329,Order Amount: ₹649.00
Missing Settlement,8335881882,Order Amount: ₹949.00
Missing Settlement,8322958753,Order Amount: ₹799.00
Missing Settlement,8339500366,Order Amount: ₹649.00
Missing Settlement,8325450242,Order Amount: ₹949.00
Missing Settlement,8326241888,Order Amount: ₹949.00
Missing Settlement,8331648396,Order Amount: ₹949.00
Missing Settlement,8322729883,Order Amount: ₹649.00
Missing Settlement,8324071268,Order Amount: ₹799.00
Missing Settlement,8339873354,Order Amount: ₹799.00
Missing Settlement,8339516242,Order Amount: ₹799.00
Missing Settlement,8323817808,Order Amount: ₹799.00
Missing Settlement,8327201300,Order Amount: ₹499.00
Missing Settlement,8330629197,Order Amount: ₹699.00
Missing Settlement,8339726753,Order Amount: ₹899.00
Missing Settlement,8326108753,Order Amount: ₹649.00
Missing Settlement,8327787128,Order Amount: ₹649.00
Missing Settlement,8339107692,Order Amount: ₹799.00
Missing Settlement,8332333890,Order Amount: ₹599.00
Missing Settlement,8327813473,Order Amount: ₹649.00
Missing Settlement,8331579868,Order Amount: ₹799.00
Missing Settlement,8323841506,Order Amount: ₹649.00
Missing Settlement,8338185242,Order Amount: ₹599.00
Missing Settlement,8332007331,Order Amount: ₹999.00
Missing Settlement,8314745495,Order Amount: ₹599.00
Missing Settlement,8339328385,Order Amount: ₹999.00
Missing Settlement,8339511257,Order Amount: ₹799.00
Missing Settlement,8339116480,Order Amount: ₹799.00
Missing Settlement,8336122455,Order Amount: ₹649.00
Missing Settlement,8339535340,Order Amount: ₹799.00
Missing Settlement,8326346136,Order Amount: ₹599.00
Missing Settlement,8331645106,Order Amount: ₹499.00
Missing Settlement,8329032030,Order Amount: ₹599.00
Missing Settlement,8324407343,Order Amount: ₹599.00
Missing Settlement,8325537414,Order Amount: ₹799.00
Missing Settlement,8322696869,Order Amount: ₹599.00
Missing Settlement,8329137455,Order Amount: ₹599.00
Missing Settlement,8324755096,Order Amount: ₹499.00
Missing Settlement,8332765074,Order Amount: ₹949.00
Missing Settlement,8321822867,Order Amount: ₹649.00
Missing Settlement,8327987247,Order Amount: ₹899.00
Missing Settlement,8329391210,Order Amount: ₹799.00
Missing Settlement,8326531519,Order Amount: ₹599.00
Missing Settlement,8335994310,Order Amount: ₹949.00
Missing Settlement,8325641518,Order Amount: ₹599.00
Missing Settlement,8338006223,Order Amount: ₹699.00
Missing Settlement,8322773160,Order Amount: ₹799.00
Missing Settlement,8323568889,Order Amount: ₹649.00
Missing Settlement,8325539004,Order Amount: ₹949.00
Missing Settlement,8323846049,Order Amount: ₹799.00
Missing Settlement,8331521204,Order Amount: ₹949.00
Missing Settlement,8319370582,Order Amount: ₹799.00
Missing Settlement,8325825896,Order Amount: ₹699.00
Missing Settlement,8316536148,Order Amount: ₹599.00
Missing Settlement,8330128202,Order Amount: ₹899.00
Missing Settlement,8327960113,Order Amount: ₹899.00
Missing Settlement,8331753516,Order Amount: ₹949.00
Missing Settlement,8323848883,Order Amount: ₹799.00
Missing Settlement,8340147763,Order Amount: ₹949.00
Missing Settlement,8337606134,Order Amount: ₹699.00
Missing Settlement,8336574349,Order Amount: ₹799.00
Missing Settlement,8334437286,Order Amount: ₹799.00
Missing Settlement,8336665130,Order Amount: ₹799.00
Missing Settlement,8319789722,Order Amount: ₹599.00
Missing Settlement,8328099558,Order Amount: ₹599.00
Missing Settlement,8321255637,Order Amount: ₹499.00
Missing Settlement,8330307401,Order Amount: ₹699.00
Missing Settlement,8339256361,Order Amount: ₹599.00
Missing Settlement,8323924296,Order Amount: ₹799.00
Missing Settlement,8329246782,Order Amount: ₹849.00
Missing Settlement,8325714358,Order Amount: ₹799.00
Missing Settlement,8335285830,Order Amount: ₹949.00
Missing Settlement,8339669070,Order Amount: ₹649.00
Missing Settlement,8339393898,Order Amount: ₹499.00
Missing Settlement,8332584698,Order Amount: ₹799.00
Missing Settlement,8333784340,Order Amount: ₹799.00
Missing Settlement,8336187978,Order Amount: ₹999.00
Missing Settlement,8340248316,Order Amount: ₹799.00
Missing Settlement,8322842835,Order Amount: ₹799.00
Missing Settlement,8324209601,Order Amount: ₹799.00
Missing Settlement,8337988335,Order Amount: ₹799.00
Missing Settlement,8334317478,Order Amount: ₹799.00
Missing Settlement,8338367586,Order Amount: ₹949.00
Missing Settlement,8332694734,Order Amount: ₹699.00
Missing Settlement,8340306120,Order Amount: ₹799.00
Missing Settlement,8330891411,Order Amount: ₹799.00
Missing Settlement,8338918981,Order Amount: ₹599.00
Missing Settlement,8334356595,Order Amount: ₹599.00
Missing Settlement,8338812068,Order Amount: ₹799.00
Missing Settlement,8331574185,Order Amount: ₹949.00
Missing Settlement,8329519188,Order Amount: ₹949.00
Missing Settlement,8326576739,Order Amount: ₹599.00
Missing Settlement,8340683307,Order Amount: ₹949.00
Missing Settlement,8327669829,Order Amount: ₹799.00
Missing Settlement,8334222801,Order Amount: ₹799.00
Missing Settlement,8322740728,Order Amount: ₹799.00
Missing Settlement,8336244909,Order Amount: ₹799.00
Missing Settlement,8309955368,Order Amount: ₹799.00
Missing Settlement,8339581741,Order Amount: ₹599.00
Missing Settlement,8340580015,Order Amount: ₹799.00
Missing Settlement,8318670577,Order Amount: ₹799.00
Missing Settlement,8338359205,Order Amount: ₹499.00
Missing Settlement,8331698283,Order Amount: ₹699.00
Missing Settlement,8329641162,Order Amount: ₹599.00
Missing Settlement,8329871168,Order Amount: ₹599.00
Missing Settlement,8326416755,Order Amount: ₹799.00
Missing Settlement,8326858024,Order Amount: ₹899.00
Missing Settlement,8339570930,Order Amount: ₹799.00
Missing Settlement,8328448228,Order Amount: ₹599.00
Missing Settlement,8340449097,Order Amount: ₹799.00
Missing Settlement,8334386588,Order Amount: ₹949.00
Missing Settlement,8335129525,Order Amount: ₹799.00
Missing Settlement,8340329263,Order Amount: ₹799.00
Missing Settlement,8333704655,Order Amount: ₹749.00
Missing Settlement,8337146604,Order Amount: ₹599.00
Missing Settlement,8324979180,Order Amount: ₹799.00
Missing Settlement,8322790960,Order Amount: ₹799.00
Missing Settlement,8338720378,Order Amount: ₹799.00
Missing Settlement,8340091296,Order Amount: ₹599.00
Missing Settlement,8326665359,Order Amount: ₹949.00
Missing Settlement,8333895302,Order Amount: ₹599.00
Missing Settlement,8321535369,Order Amount: ₹799.00
Missing Settlement,8339801722,Order Amount: ₹599.00
Missing Settlement,8339740961,Order Amount: ₹899.00
Missing Settlement,8332326177,Order Amount: ₹649.00
Missing Settlement,8334341587,Order Amount: ₹799.00
Missing Settlement,8331985289,Order Amount: ₹949.00
Missing Settlement,8324124219,Order Amount: ₹799.00
Missing Settlement,8324626708,Order Amount: ₹799.00
Missing Settlement,8323918257,Order Amount: ₹799.00
Missing Settlement,8338098872,Order Amount: ₹949.00
Missing Settlement,8318157965,Order Amount: ₹599.00
Missing Settlement,8313353162,Order Amount: ₹699.00
Missing Settlement,8336246152,Order Amount: ₹799.00
Missing Settlement,8322872222,Order Amount: ₹799.00
Missing Settlement,8336094672,Order Amount: ₹749.00
Missing Settlement,8334367330,Order Amount: ₹999.00
Missing Settlement,8332984815,Order Amount: ₹949.00
Missing Settlement,8323248428,Order Amount: ₹799.00
Missing Settlement,8336118602,Order Amount: ₹899.00
Missing Settlement,8330099633,Order Amount: ₹599.00
Missing Settlement,8316388199,Order Amount: ₹699.00
Missing Settlement,8333894126,Order Amount: ₹649.00
Missing Settlement,8340013535,Order Amount: ₹649.00
Missing Settlement,8340056399,Order Amount: ₹949.00
Missing Settlement,8325709485,Order Amount: ₹599.00
Missing Settlement,8336152116,Order Amount: ₹599.00
Missing Settlement,8328178062,Order Amount: ₹799.00
Missing Settlement,8330836856,Order Amount: ₹649.00
Missing Settlement,8338035878,Order Amount: ₹949.00
Missing Settlement,8332264648,Order Amount: ₹949.00
Missing Settlement,8338242715,Order Amount: ₹949.00
Missing Settlement,8318779997,Order Amount: ₹999.00
Missing Settlement,8336090168,Order Amount: ₹599.00
Missing Settlement,8324611565,Order Amount: ₹599.00
Missing Settlement,8334011616,Order Amount: ₹799.00
Missing Settlement,8331230448,Order Amount: ₹799.00
Missing Settlement,8334421827,Order Amount: ₹499.00
Missing Settlement,8329547903,Order Amount: ₹599.00
Missing Settlement,8310005105,Order Amount: ₹799.00
Missing Settlement,8326138948,Order Amount: ₹949.00
Missing Settlement,8339795421,Order Amount: ₹599.00
Missing Settlement,8323018433,Order Amount: ₹799.00
Missing Settlement,8306502133,Order Amount: ₹799.00
Missing Settlement,8314486185,Order Amount: ₹899.00
Missing Settlement,8324948706,Order Amount: ₹899.00
Missing Settlement,8332858165,Order Amount: ₹799.00
Missing Settlement,8327838121,Order Amount: ₹699.00
Missing Settlement,8325719172,Order Amount: ₹599.00
Missing Settlement,8324184695,Order Amount: ₹699.00
Missing Settlement,8337744928,Order Amount: ₹799.00
Missing Settlement,8333276615,Order Amount: ₹949.00
Missing Settlement,8323406433,Order Amount: ₹799.00
Missing Settlement,8325248960,Order Amount: ₹799.00
Missing Settlement,8335814262,Order Amount: ₹799.00
Missing Settlement,8340712767,Order Amount: ₹799.00
Missing Settlement,8329246596,Order Amount: ₹599.00
Missing Settlement,8325960079,Order Amount: ₹799.00
Missing Settlement,8329101866,Order Amount: ₹799.00
Missing Settlement,8308698386,Order Amount: ₹749.00
Missing Settlement,8340369190,Order Amount: ₹899.00
Missing Settlement,8303757318,Order Amount: ₹599.00
Missing Settlement,8340801443,Order Amount: ₹799.00
Missing Settlement,8338980719,Order Amount: ₹949.00
Missing Settlement,8323126685,Order Amount: ₹699.00
Missing Settlement,8340799087,Order Amount: ₹599.00
Missing Settlement,8329395219,Order Amount: ₹799.00
Missing Settlement,8319818035,Order Amount: ₹949.00
Missing Settlement,8331736554,Order Amount: ₹999.00
Missing Settlement,8331406494,Order Amount: ₹799.00
Missing Settlement,8332514230,Order Amount: ₹599.00
Missing Settlement,8330379624,Order Amount: ₹999.00
Missing Settlement,8326107473,Order Amount: ₹799.00
Missing Settlement,8327899866,Order Amount: ₹649.00
Missing Settlement,8329245626,Order Amount: ₹949.00
Missing Settlement,8340284156,Order Amount: ₹499.00
Missing Settlement,8328804757,Order Amount: ₹599.00
Missing Settlement,8336161960,Order Amount: ₹949.00
Missing Settlement,8324142090,Order Amount: ₹599.00
Missing Settlement,8337490978,Order Amount: ₹799.00
Missing Settlement,8311659062,Order Amount: ₹949.00
Missing Settlement,8328327648,Order Amount: ₹599.00
Missing Settlement,8338009308,Order Amount: ₹699.00
Missing Settlement,8330907115,Order Amount: ₹799.00
Missing Settlement,8314715496,Order Amount: ₹599.00
Missing Settlement,8338922772,Order Amount: ₹799.00
Missing Settlement,8339334300,Order Amount: ₹799.00
Missing Settlement,8317674637,Order Amount: ₹699.00
Missing Settlement,8331868918,Order Amount: ₹799.00
Missing Settlement,8339078051,Order Amount: ₹599.00
Missing Settlement,8337420272,Order Amount: ₹599.00
Missing Settlement,8339977080,Order Amount: ₹949.00
Missing Settlement,8327490099,Order Amount: ₹799.00
Missing Settlement,8336849159,Order Amount: ₹899.00
Missing Settlement,8318136640,Order Amount: ₹749.00
Missing Settlement,8333672953,Order Amount: ₹799.00
Missing Settlement,8333772127,Order Amount: ₹599.00
Missing Settlement,8326906055,Order Amount: ₹799.00
Missing Settlement,8316698924,Order Amount: ₹599.00
Missing Settlement,8328291305,Order Amount: ₹949.00
Missing Settlement,8330654182,Order Amount: ₹499.00
Missing Settlement,8326260096,Order Amount: ₹949.00
Missing Settlement,8338978843,Order Amount: ₹699.00
Missing Settlement,8338879938,Order Amount: ₹949.00
Missing Settlement,8338937139,Order Amount: ₹799.00
Missing Settlement,8323489593,Order Amount: ₹799.00
Missing Settlement,8321817243,Order Amount: ₹799.00
Missing Settlement,8327779839,Order Amount: ₹799.00
Missing Settlement,8331849010,Order Amount: ₹799.00
Missing Settlement,8327828035,Order Amount: ₹699.00
Missing Settlement,8323149493,Order Amount: ₹599.00
Missing Settlement,8323049215,Order Amount: ₹799.00
Missing Settlement,8322045453,Order Amount: ₹599.00
Missing Settlement,8324579053,Order Amount: ₹949.00
Missing Settlement,8339806322,Order Amount: ₹599.00
Missing Settlement,8335819194,Order Amount: ₹649.00
Missing Settlement,8324879054,Order Amount: ₹599.00
Missing Settlement,8340239938,Order Amount: ₹649.00
Missing Settlement,8340398384,Order Amount: ₹599.00
Missing Settlement,8330012969,Order Amount: ₹799.00
Missing Settlement,8334285233,Order Amount: ₹799.00
Missing Settlement,8326648226,Order Amount: ₹799.00
Missing Settlement,8327468896,Order Amount: ₹799.00
Missing Settlement,8332790068,Order Amount: ₹699.00
Missing Settlement,8304162932,Order Amount: ₹599.00
Missing Settlement,8324044823,Order Amount: ₹649.00
Missing Settlement,8332594904,Order Amount: ₹799.00
Missing Settlement,8340789977,Order Amount: ₹599.00
Missing Settlement,8324943493,Order Amount: ₹799.00
Missing Settlement,8327671472,Order Amount: ₹799.00
Missing Settlement,8323497964,Order Amount: ₹799.00
Missing Settlement,8316536146,Order Amount: ₹599.00
Missing Settlement,8328906863,Order Amount: ₹649.00
Missing Settlement,8328181878,Order Amount: ₹799.00
Missing Settlement,8324331837,Order Amount: ₹799.00
Missing Settlement,8330463784,Order Amount: ₹799.00
Missing Settlement,8338961088,Order Amount: ₹699.00
Missing Settlement,8333062988,Order Amount: ₹599.00
Missing Settlement,8323889912,Order Amount: ₹949.00
Missing Settlement,8333941027,Order Amount: ₹799.00
Missing Settlement,8333926613,Order Amount: ₹949.00
Missing Settlement,8325109952,Order Amount: ₹499.00
Missing Settlement,8312493439,Order Amount: ₹949.00
Missing Settlement,8339002544,Order Amount: ₹799.00
Missing Settlement,8332314952,Order Amount: ₹599.00
Missing Settlement,8330459947,Order Amount: ₹799.00
Missing Settlement,8338720347,Order Amount: ₹799.00
Missing Settlement,8322785469,Order Amount: ₹799.00
Missing Settlement,8336049897,Order Amount: ₹799.00
Missing Settlement,8322840720,Order Amount: ₹949.00
Missing Settlement,8332395063,Order Amount: ₹799.00
Missing Settlement,8332509452,Order Amount: ₹599.00
Missing Settlement,8332333888,Order Amount: ₹599.00
Missing Settlement,8340624819,Order Amount: ₹799.00
Missing Settlement,8337456736,Order Amount: ₹599.00
Missing Settlement,8337676541,Order Amount: ₹949.00
Missing Settlement,8316445102,Order Amount: ₹499.00
Missing Settlement,8325496721,Order Amount: ₹799.00
Missing Settlement,8330976720,Order Amount: ₹799.00
Missing Settlement,8334729070,Order Amount: ₹599.00
Missing Settlement,8329147297,Order Amount: ₹799.00
Missing Settlement,8325565836,Order Amount: ₹949.00
Missing Settlement,8328427613,Order Amount: ₹799.00
Missing Settlement,8339056892,Order Amount: ₹849.00
Missing Settlement,8329077155,Order Amount: ₹749.00
Missing Settlement,8332918968,Order Amount: ₹799.00
Missing Settlement,8323538509,Order Amount: ₹599.00
Missing Settlement,8339537363,Order Amount: ₹699.00
Missing Settlement,8338004411,Order Amount: ₹799.00
Missing Settlement,8325022995,Order Amount: ₹799.00
Missing Settlement,8332204640,Order Amount: ₹799.00
Missing Settlement,8340250348,Order Amount: ₹799.00
Missing Settlement,8340512115,Order Amount: ₹599.00
Missing Settlement,8325514458,Order Amount: ₹799.00
Missing Settlement,8339114483,Order Amount: ₹949.00
Missing Settlement,8338027851,Order Amount: ₹799.00
Missing Settlement,8307437418,Order Amount: ₹899.00
Missing Settlement,8328269827,Order Amount: ₹699.00
Missing Settlement,8321937246,Order Amount: ₹799.00
Missing Settlement,8322732371,Order Amount: ₹599.00
Missing Settlement,8333746600,Order Amount: ₹599.00
Missing Settlement,8338367584,Order Amount: ₹949.00
Missing Settlement,8339532603,Order Amount: ₹799.00
Missing Settlement,8334526832,Order Amount: ₹599.00
Missing Settlement,8322732632,Order Amount: ₹849.00
Missing Settlement,8334082960,Order Amount: ₹799.00
Missing Settlement,8326343308,Order Amount: ₹649.00
Missing Settlement,8338161327,Order Amount: ₹999.00
Missing Settlement,8338262973,Order Amount: ₹599.00
Missing Settlement,8332362861,Order Amount: ₹799.00
Missing Settlement,8322825550,Order Amount: ₹999.00
Missing Settlement,8323068067,Order Amount: ₹949.00
Missing Settlement,8307442427,Order Amount: ₹899.00
Missing Settlement,8319211161,Order Amount: ₹949.00
Missing Settlement,8336707322,Order Amount: ₹799.00
Missing Settlement,8323670856,Order Amount: ₹799.00
Missing Settlement,8326179821,Order Amount: ₹799.00
Missing Settlement,8325188223,Order Amount: ₹599.00
Missing Settlement,8339856700,Order Amount: ₹649.00
Missing Settlement,8340714741,Order Amount: ₹599.00
Missing Settlement,8339423794,Order Amount: ₹799.00
Missing Settlement,8338937712,Order Amount: ₹949.00
Missing Settlement,8324032446,Order Amount: ₹849.00
Missing Settlement,8332333891,Order Amount: ₹599.00
Missing Settlement,8332984056,Order Amount: ₹999.00
Missing Settlement,8314132712,Order Amount: ₹799.00
Missing Settlement,8338882468,Order Amount: ₹799.00
Missing Settlement,8337892820,Order Amount: ₹599.00
Missing Settlement,8315775863,Order Amount: ₹849.00
Missing Settlement,8322968351,Order Amount: ₹949.00
Missing Settlement,8330973253,Order Amount: ₹799.00
Missing Settlement,8323311371,Order Amount: ₹849.00
Missing Settlement,8332800839,Order Amount: ₹699.00
Missing Settlement,8326256148,Order Amount: ₹949.00
Missing Settlement,8333681141,Order Amount: ₹799.00
Missing Settlement,8325193724,Order Amount: ₹799.00
Missing Settlement,8326721301,Order Amount: ₹799.00
Missing Settlement,8339351654,Order Amount: ₹599.00
Missing Settlement,8336380788,Order Amount: ₹799.00
Missing Settlement,8340383746,Order Amount: ₹699.00
Missing Settlement,8329077154,Order Amount: ₹749.00
Missing Settlement,8323689210,Order Amount: ₹599.00
Missing Settlement,8321556872,Order Amount: ₹599.00
Missing Settlement,8339977081,Order Amount: ₹949.00
Missing Settlement,8324986187,Order Amount: ₹899.00
Missing Settlement,8333973256,Order Amount: ₹599.00
Missing Settlement,8309980347,Order Amount: ₹949.00
Missing Settlement,8322166332,Order Amount: ₹799.00
Missing Settlement,8332421046,Order Amount: ₹799.00
Missing Settlement,8331622042,Order Amount: ₹599.00
Missing Settlement,8326077684,Order Amount: ₹649.00
Missing Settlement,8336172827,Order Amount: ₹799.00
Missing Settlement,8317707685,Order Amount: ₹799.00
Missing Settlement,8329521177,Order Amount: ₹499.00
Missing Settlement,8324205268,Order Amount: ₹699.00
Missing Settlement,8331272530,Order Amount: ₹849.00
Missing Settlement,8332391191,Order Amount: ₹799.00
Missing Settlement,8331136321,Order Amount: ₹599.00
Missing Settlement,8336161963,Order Amount: ₹949.00
